complex_name,unmatched_count,gugun,dong,jibun
푸른숲2차(474-18),1,강서구,화곡동,474-18
푸른솔아파트1동,1,강남구,삼성동,4-3
동삼빌라트,1,강동구,길동,107
동서울오네뜨,1,강동구,길동,339-1
신장위아파트,1,성북구,장위동,230-214
동성네스트빌,1,중랑구,면목동,181-30
동성네스트빌(1158-17),1,동대문구,제기동,1158-17
동순미,1,도봉구,쌍문동,642
옥산크리스탈,1,송파구,방이동,193-37
포인트아파트비동,1,중랑구,면목동,142-8
포이벨리,1,강남구,개포동,1164-28
동신주택,1,성북구,하월곡동,70-4
포시즌,1,종로구,구기동,95-15
동심,1,금천구,독산동,184-4
동아타운21,1,관악구,봉천동,7-312
옥산그린타워,1,광진구,구의동,587-64
동일스카이시티102동,1,중랑구,상봉동,284-13
파르크한남,1,용산구,한남동,410
한강리치팰리스,1,강동구,암사동,516-2
태청,1,마포구,망원동,501
테라펠리체송파,1,송파구,가락동,166-6
테라팰리스중곡1,1,광진구,중곡동,624-19
두성아파트,1,은평구,역촌동,219
태흥그랑뷰,1,강서구,화곡동,348-18
온세,1,은평구,구산동,25-41
태형,1,양천구,신월동,134-17
두영이지안101동,1,마포구,합정동,357-3
태천해오름주상복합,1,광진구,자양동,219-31
두성,1,은평구,역촌동,21-21
두원빌드피아(444-7),1,양천구,신월동,444-7
두원프라자,1,강북구,미아동,1351
태천와이드빌,1,강동구,천호동,302-3
태천,1,강동구,성내동,420-9
두진한아름,1,서초구,서초동,1609-6
태창네스트빌,1,중랑구,묵동,389
둔촌늘푸른,1,강동구,둔촌동,65-4
테마하우스,1,서초구,반포동,95-1
신월동방원,1,양천구,신월동,1032
파르네빌,1,광진구,구의동,587-58
두란,1,양천구,목동,714-1
동일하이빌,1,서초구,서초동,1542-1
옥수이테크빌,1,성동구,옥수동,558
신일,1,노원구,중계동,589
파라다이스리버빌,1,광진구,자양동,690-58
티에스프리우스,1,서초구,서초동,1625-7
트윈빌비동,1,용산구,한남동,26-10
동훈노보빌,1,영등포구,신길동,499
신이모닝빌,1,강동구,성내동,413-6
두산위브1단지,1,강남구,논현동,252-1
옥스포드빌라트,1,서초구,서초동,1514-6
온누리,1,영등포구,대림동,1120
트라움하임,1,성북구,동선동5가,69-1
두산3,1,중랑구,면목동,1511
토토타워(5차),1,중구,신당동,432-1061
두산베어스타워,1,동대문구,용두동,138-41
두산위브(1362),1,서초구,서초동,1362
푸리마타운,1,관악구,신림동,1639-51
동산빌라1동,1,구로구,구로동,792-33
동산,1,중구,신당동,432-579
오류동휘버스,1,구로구,오류동,31-4
도곡현대힐스테이트101동,1,강남구,도곡동,183
도곡현대힐스테이트102동,1,강남구,도곡동,183-7
신주아파트(313),1,강동구,천호동,313
하늘애,1,은평구,역촌동,43-4
도무스빌,1,송파구,방이동,177
하나플러스,1,강동구,길동,401-1
도봉산리베니움,1,도봉구,도봉동,571
신주,1,강동구,성내동,320-1
도곡하이빌,1,강남구,도곡동,919-3
하나마을,1,동작구,대방동,391-225
도현블랑빌,1,중구,신당동,432-2164
동관아트빌,1,성북구,안암동3가,42-1
필로스(193-45),1,강남구,도곡동,193-45
동광빌라트,1,서초구,방배동,791-10
피어리스,1,서대문구,충정로3가,222
피스플하우스,1,도봉구,쌍문동,68-1
하이,1,중구,신당동,113-7
하이브,1,강동구,길동,456-2
풍림1,1,송파구,가락동,142
신촌다올노블리움,1,마포구,노고산동,1-25
더미켈란,1,서초구,서초동,1494-4
한강로대우아이빌,1,용산구,한강로2가,2-11
더뷰21,1,송파구,오금동,130-3
예촌그린,1,관악구,남현동,1072-46
더샵파크솔레이유,1,강동구,둔촌동,633
더유엘아파트,1,금천구,시흥동,1033
신한에스빌-미지엔,1,송파구,가락동,130-3
신주에지앙,1,용산구,후암동,302
도곡푸르지오,1,강남구,도곡동,949-1
한울뉴타운,1,서대문구,북가좌동,418-22
하이펠리스,1,서대문구,창천동,470
신주아파트B,1,도봉구,방학동,695-21
도곡스타클래스,1,강남구,도곡동,957-11
하이파크,1,관악구,남현동,1079-3
하이캐슬,1,관악구,봉천동,1718-6
하이존,1,강동구,길동,106
동구햇살,1,송파구,가락동,183
플라워스위트101동102동,1,관악구,남현동,1086-7
프리우스역삼101동,1,강남구,역삼동,636-33
풍산쉐르빌(815-1),1,성북구,정릉동,815-1
동도아르떼빌,1,구로구,구로동,106
동도하이츠,1,영등포구,영등포동,585-25
동도하이츠에이동,1,서대문구,북가좌동,273-12
동림,1,양천구,신정동,1019-4
풍원팰리스,1,강서구,화곡동,925-5
풍안주택,1,구로구,구로동,799-18
풍산쉐르빌102동,1,중랑구,상봉동,226-25
동마,1,관악구,신림동,1699
동국화이트빌B동,1,양천구,신정동,879-5
동문,1,강북구,번동,657
"동문(비동,씨동)(494-0)",1,종로구,숭인동,494
동문아트빌,1,동작구,사당동,235-76
동보수목원,1,구로구,항동,16-33
동보수목원(16-36),1,구로구,항동,16-36
동부화이트빌,1,송파구,문정동,58-17
동북아스위트힐(리버리치빌),1,광진구,광장동,118
프라우드아파트,1,은평구,역촌동,9-54
동도센트리움(601),1,노원구,중계동,601
오케이B,1,강서구,화곡동,102-88
프라임1,1,중구,신당동,432-1632
프리빌리지,1,강남구,역삼동,723-16
프리마빌,1,강남구,역삼동,727-11
동궁리치웰(101동),1,송파구,가락동,196-1
동궁리치웰(69-3),1,송파구,문정동,69-3
신정숲속마을,1,양천구,신정동,1324
동대문,1,종로구,창신동,328-17
동대문맨션,1,종로구,창신동,578-5
동대문베네스트,1,동대문구,용두동,100-5
프라임하우스(342-44),1,강서구,화곡동,342-44
오복뜨란체,1,강서구,화곡동,1021-7
프라임팰리스(1024-23),1,강서구,화곡동,1024-23
동도(729-5),1,양천구,목동,729-5
프라임캐슬(케이빌라트),1,종로구,부암동,265-10
프라임레지던스,1,송파구,가락동,196-3
프라임2,1,중구,신당동,432-2837
남산트라팰리스,1,중구,남대문로5가,827
한일퍼스트빌(415-37),1,구로구,구로동,415-37
남산FORESTHOUSE,1,중구,신당동,432-1666
홍익,1,은평구,신사동,19-117
SM엘루이,1,금천구,시흥동,791-40
SM엘루이아파트,1,양천구,신정동,1014-5
SM이로빌4차A동(455-5),1,동대문구,장안동,455-5
SM이로빌아파트,1,강동구,천호동,52-3
SM해그린,1,중랑구,묵동,390
엠프라자아파트(152-9),1,강동구,길동,152-9
홍익아파트,1,강서구,방화동,861
SPACE(920-5),1,강서구,화곡동,920-5
SK리더스뷰(파스텔시티),1,서초구,방배동,444-3
SR친오애,1,구로구,구로동,97-5
홍은드림아파트,1,서대문구,홍은동,265-350
여의,1,영등포구,신길동,1-8
U-포그니,1,동대문구,장안동,319-6
UPPERHOUSE,1,서초구,방배동,12-1
홍연(723-9),1,서대문구,연희동,723-9
U포그니2차,1,동대문구,장안동,586
SM벨리체,1,은평구,역촌동,2-38
홍제헤렌,1,서대문구,홍제동,175-3
한울에이치밸리움A동,1,강서구,화곡동,1065-4
N-Suite102동(1511-3),1,서초구,서초동,1511-3
JKapartment,1,강북구,수유동,130-43
KNP,1,강동구,명일동,336-12
화신,1,구로구,개봉동,486
엠그린,1,강서구,염창동,241-24
에이스인헌,1,관악구,봉천동,196-215
MID그린(3동),1,종로구,창신동,601-2
M센트럴뷰,1,구로구,구로동,487-24
화곡한강,1,강서구,화곡동,1059-19
SK,1,송파구,송파동,170
에이스리버티움,1,영등포구,양평동4가,324
PLUMHILLS,1,강남구,도곡동,193-67
화곡동성재,1,강서구,화곡동,911-12
화곡6차보람쉬움,1,강서구,화곡동,1154
화곡3차보람,1,강서구,화곡동,1150
화곡1차보람더하임,1,강서구,화곡동,1087
PRIMAVERAVILL,1,용산구,주성동,43-21
에스타워,1,강서구,화곡동,900-28
호정타워,1,금천구,독산동,1069
호원빌라,1,강남구,청담동,115-17
역삼동칼라,1,강남구,역삼동,607-17
양천홈타운1차,1,양천구,신월동,456-1
현대휴앤미(102동),1,중랑구,중화동,11-7
현대휴앤미,1,중랑구,중화동,11
현대휴먼터치빌,1,강남구,역삼동,606-18
강동역에스케이허브,1,강동구,길동,445-1
현대홈타운스위트104,1,송파구,방이동,198-9
강동와이시티,1,강동구,길동,414-4
강림스위트빌,1,마포구,망원동,508
에스아이팰리스송파올림픽공원,1,송파구,오금동,1-6
강림스위트빌(A동),1,서대문구,홍은동,195-8
역삼동하나빌,1,강남구,역삼동,681-26
양진마니아,1,강서구,마곡동,1391
강산빌라트,1,양천구,목동,758-1
강서그랜드아이파크주상복합,1,강서구,화곡동,1095-4
양지쉐르빌아파트,1,성동구,송정동,97
양지벨로스,1,강동구,암사동,446-21
양평역미소지움,1,영등포구,양평동3가,106
강동네스빌,1,강동구,성내동,444-4
강남상가,1,강남구,신사동,510-11
현진에스페랑스,1,강동구,천호동,166-109
호성그린아트빌,1,강서구,화곡동,80-4
호산프라자,1,강남구,삼성동,37
에셀비전21,1,관악구,신림동,1720
여의도의아침,1,영등포구,영등포동1가,29
가산피어니빌,1,금천구,가산동,143-20
혜화훼미리,1,종로구,혜화동,20-12
혜우,1,서대문구,대현동,101-7
가양1차보람더하임,1,강서구,가양동,1497
형제,1,강서구,방화동,615-103
에메랄드105동,1,관악구,봉천동,41-261
갈현삼성,1,은평구,갈현동,544
에메랄드(351-5),1,동대문구,장안동,351-5
형인허브빌(450-4),1,동대문구,장안동,450-4
여흥레이크빌,1,송파구,송파동,31
역산아이지아,1,은평구,응암동,89-12
화인,1,용산구,후암동,244-99
황제팰리체(And Pra space),1,강서구,화곡동,915-33
황지,1,도봉구,창동,661-89
(791-62),1,구로구,구로동,791-62
(770-54),1,구로구,구로동,770-54
(780-50),1,구로구,구로동,780-50
(780-58),1,구로구,구로동,780-58
힐스나인빌리지,1,서초구,방배동,799-5
힐데스하임천호아파트,1,강동구,천호동,578
(780-62),1,구로구,구로동,780-62
(780-72)삼익빌라,1,구로구,구로동,780-72
(792-54),1,구로구,구로동,792-54
(798-24),1,구로구,구로동,798-24
희훈리치파크1,1,강동구,길동,472
엘림(986-13),1,양천구,신월동,986-13
흥화빌라트,1,광진구,광장동,188-27
엘림스퀘어3,1,동대문구,답십리동,268-3
(797-26),1,구로구,구로동,797-26
흥원,1,관악구,신림동,1478-37
흥영,1,양천구,신정동,911-4
(752-19),1,구로구,구로동,752-19
(752-17),1,구로구,구로동,752-17
(752-10),1,구로구,구로동,752-10
(751-3),1,구로구,구로동,751-3
(432-904),1,중구,신당동,432-904
힐탑,1,금천구,독산동,894-20
힐타워,1,강남구,논현동,53-1
힐타운,1,양천구,목동,315-6
(685-103),1,관악구,봉천동,685-103
(740-7),1,구로구,구로동,740-7
(743-52),1,구로구,구로동,743-52
힐스테이트창경궁,1,종로구,충신동,60
(743-55),1,구로구,구로동,743-55
(744-3),1,구로구,구로동,744-3
(745-57),1,구로구,구로동,745-57
(749-29),1,구로구,구로동,749-29
(749-46),1,구로구,구로동,749-46
(749-8),1,구로구,구로동,749-8
(749-99),1,구로구,구로동,749-99
엘림스퀘어II,1,강동구,천호동,416-12
(799-11),1,구로구,구로동,799-11
황학동코아루,1,중구,황학동,882
효성노바,1,강동구,길동,346-1
DK포시즌,1,도봉구,창동,442-33
효정하나플러스,1,강동구,암사동,672
DMC덕원,1,은평구,증산동,220-1
DMC아트포레자이,1,은평구,수색동,189
DMC이랜드해가든,1,서대문구,북가좌동,460
에코벨리,1,은평구,신사동,34-7
효성빌라청담101(B동),1,강남구,청담동,101-17
엘지아파트,1,은평구,불광동,444-41
흑석리버파크자이,1,동작구,흑석동,253-89
효성A(923-17),1,강서구,화곡동,923-17
EGSoulLeader,1,강남구,역삼동,828-28
효산센터빌,1,중랑구,묵동,391
GMValley,1,강서구,화곡동,899-27
GS파크뷰,1,관악구,신림동,406-69
회기아파트(347-7),1,동대문구,회기동,347-7
G밸리페트라힐스,1,금천구,가산동,139-15
효창팰리스2차,1,용산구,효창동,5-49
DK밸리뷰시티,1,서초구,서초동,1584-6
엘지(214-70),1,마포구,성산동,214-70
CJ나인파크,1,용산구,문배동,24-6
(800-29),1,구로구,구로동,800-29
휴아름스튜디오,1,성북구,성북동1가,35-22
휴브리지빌딩,1,영등포구,당산동,121-200
(803-13)구로아트빌라8,1,구로구,구로동,803-13
(806-63)태영빌라,1,구로구,구로동,806-63
에피소드1,1,광진구,군자동,355-5
(828-21),1,강남구,역삼동,828-21
엘지(214-15),1,마포구,성산동,214-15
(아이엔에스새터),1,동대문구,장안동,404-13
(해오름),1,동대문구,장안동,400-3
1161,1,동작구,사당동,1161
AirPalace(619-7),1,강서구,방화동,619-7
훼미리하우스117,1,영등포구,영등포동7가,94-51
훼미리타운,1,서초구,방배동,932-34
훼미리주상복합,1,양천구,신월동,166-27
강서한강월드메르디앙,1,강서구,가양동,1462
현대팰리스,1,광진구,구의동,231-18
현대파크빌(907-23),1,양천구,목동,907-23
그레이스홈타운(101동),1,광진구,구의동,205-6
그랑빌,1,서초구,반포동,110-6
헤리움,1,강북구,미아동,189-30
그랑씨엘2000,1,서초구,방배동,843-3
아스테르아파트,1,중랑구,망우동,506-22
행운,1,은평구,갈현동,474-4
행복자,1,양천구,목동,627-2
그레이스3차,1,마포구,합정동,376-5
그린빌,1,서대문구,북아현동,1-122
그린캐슬APT,1,중랑구,면목동,136-2
행남그랜드,1,용산구,후암동,244-5
해피존,1,마포구,성산동,249-21
그린빌아파트,1,성북구,장위동,314
그린스테이트,1,도봉구,쌍문동,311
그린씨티,1,강서구,내발산동,716-16
해주드림빌,1,은평구,녹번동,279-1
해오름,1,은평구,갈현동,327-40
그랑밸리(119-27),1,송파구,오금동,119-27
그라나다,1,강남구,삼성동,45-5
현대(148-494),1,강북구,번동,148-494
아스테리움용산,1,용산구,한강로2가,419
광영다모은정아파트,1,강서구,화곡동,1019-19
"광장(1,2동)",1,영등포구,여의도동,38-1
아차산인앤인W클래스101동,1,광진구,구의동,58-26
광진동양파라곤1단지,1,광진구,군자동,360-20
아주,1,노원구,하계동,167-10
구로궁전빌리지(771-42),1,구로구,구로동,771-42
구로아트빌라4동(806-33),1,구로구,구로동,806-33
구로에스케이뷰,1,구로구,구로동,567-4
염창2차한화꿈에그린,1,강서구,염창동,302
아이파크빌,1,서초구,서초동,1477-1
아이딜,1,용산구,효창동,130-2
현대(5차),1,송파구,가락동,161-2
구의현대홈시티,1,광진구,자양동,779-8
구현대,1,성북구,돈암동,624
국화맨션,1,영등포구,문래동3가,76-1
그린아파트,1,송파구,가락동,1-7
해맑은,1,동작구,사당동,449-10
아차산한라아파트,1,광진구,구의동,662
길동다성이즈빌,1,강동구,길동,480
한주에코,1,동작구,상도1동,311-1
한주리버뷰,1,송파구,마천동,22-1
금홍해오름,1,송파구,가락동,173-4
기영,1,송파구,마천동,191-17
태진드림피아,1,강서구,염창동,296
기용,1,도봉구,쌍문동,153
기정MAY(247-112),1,마포구,서교동,247-112
길명2차(455-4),1,마포구,망원동,455-4
아셈,1,강남구,삼성동,108-1
길명오퍼스,1,서초구,양재동,9-38
길훈로즈빌,1,양천구,신정동,1297
나성,1,강서구,등촌동,635-6
낙원연립재건축조합아파트,1,강서구,내발산동,708-14
한원힐트리움아파트,1,동대문구,답십리동,465-55
남광쉐르빌(923-10),1,강서구,화곡동,923-10
남광타운,1,중랑구,중화동,413-8
금호어울림(580-1),1,중랑구,망우동,580-1
아르떼하임,1,동대문구,장안동,372-12
금광포란재아파트,1,도봉구,방학동,714-1
금강포란재(101),1,은평구,구산동,355-82
해가든(454-1),1,강동구,성내동,454-1
영등포메이준2011,1,영등포구,영등포동8가,51-1
그린힐스아파트,1,도봉구,쌍문동,658
극동메트로타워,1,은평구,불광동,311-13
함성월드빌3차301동,1,마포구,망원동,514
아름빌,1,송파구,문정동,81-1
근상프리즘(955-9),1,강서구,화곡동,955-9
글로리,1,서대문구,충정로3가,32-10
금강102,1,도봉구,창동,629-29
금강산아파트,1,중랑구,상봉동,494
아름(526-2),1,은평구,갈현동,526-2
금강아미움(103동),1,관악구,봉천동,1522-30
한화꿈에그린TheFIRST,1,노원구,중계동,606
금강아미움(104동),1,관악구,봉천동,1522-33
금강아미움(105동),1,관악구,봉천동,1522-32
현대13차폴라트리움,1,광진구,구의동,199-23
광산,1,서대문구,홍제동,157-68
강성레스트빌아파트,1,강서구,내발산동,717-20
계명아파트나동,1,강서구,화곡동,343-44
역촌월드,1,은평구,역촌동,19-3
경서,1,중구,남창동,205-44
경원로얄시티,1,관악구,봉천동,148-139
경원북한산휴그린,1,강북구,수유동,268-17
약수맨션,1,동작구,상도동,211-1
경일,1,서대문구,홍제동,322-79
경일역삼,1,강남구,역삼동,775-14
현대서초3,1,서초구,서초동,1644
고려,1,성북구,종암동,125-1
애드웰(534),1,양천구,목동,534
현대삼성동1차,1,강남구,삼성동,57-9
연우,1,서초구,서초동,1487-115
현대빌라(208-19),1,송파구,방이동,208-19
고덕아르테스미소지움,1,강동구,상일동,555
고덕풍경채어바니티,1,강동구,고덕동,BL-3-1
고도아파트,1,은평구,역촌동,2-1
경동미주,1,동대문구,제기동,892-68
경남아너스빌201동,1,서초구,서초동,1456-2
경남아너스빌(1608-8),1,서초구,서초동,1608-8
경남레이크파크,1,송파구,송파동,32-1
개포2차현대아파트(220),1,강남구,개포동,655-2
현대타운,1,서초구,양재동,16-28
개포6차우성아파트1동~8동,1,강남구,개포동,658-1
개포자이,1,강남구,개포동,12-2
현대주택조합,1,동작구,사당동,산25-2
역삼카이스아파트,1,강남구,역삼동,836-35
현대인텔렉스,1,강남구,논현동,261
현대이즈빌,1,관악구,남현동,1058-7
양용아네스,1,강서구,화곡동,472-13
거성훼미리(29-68),1,강서구,화곡동,29-68
거장카운티,1,은평구,녹번동,182
현대월드빌리지,1,송파구,방이동,191
건양,1,구로구,개봉동,304-16
현대안성타워,1,용산구,한남동,737-28
경남102동,1,서대문구,북아현동,1010
현대반포빌라트B,1,서초구,반포동,77-1
고려아파트(C동),1,강동구,천호동,22-11
아키스,1,송파구,오금동,80-14
광남아파트101동,1,강동구,둔촌동,518-2
관악청광플러스원,1,관악구,봉천동,1726
관악캐스빌,1,관악구,봉천동,1690-162
관악태우미소가,1,관악구,봉천동,30-8
광남,1,중랑구,신내동,799
광남(355-2),1,강동구,길동,355-2
아펠바움,1,강남구,삼성동,99-3
광남벨라스643V(50-32),1,강동구,천호동,50-32
광남아파트102동,1,강동구,길동,380-6
현대맨션,1,서초구,방배동,1025-2
아트리움,1,성동구,마장동,768-1
"염광(5,8,10,11동)",1,중랑구,망우동,178-80
광남캐스빌(448-5),1,강동구,성내동,448-5
광남캐스빌1(512-4),1,서대문구,창천동,512-4
광남캐스빌105동,1,강동구,둔촌동,435-4
광남캐스빌D,1,마포구,망원동,465-32
염리동세양청마루아파트101동,1,마포구,염리동,522
현대7,1,송파구,가락동,171-5
관악유앤아이,1,관악구,봉천동,1727
안정빌라,1,구로구,구로동,740-107
관악교수,1,관악구,봉천동,1617-44
고려아파트(D동),1,강동구,천호동,22-9
연지토성,1,송파구,풍납동,400-5
골드캐슬Ⅲ,1,중구,황학동,1743
골드하임(102동),1,강동구,천호동,54-25
골든빌(210-10),1,마포구,성산동,210-10
곰달래,1,강서구,화곡동,1137
연화,1,서대문구,연희동,89-9
암펠로스타워,1,강동구,둔촌동,556
현대그린빌,1,송파구,마천동,181
연희베벌리힐즈,1,서대문구,홍은동,304
공감지음포레뷰아파트,1,동작구,사당동,235-62
공덕스카이아파트,1,마포구,공덕동,4-32
공덕프로포즈Ⅱ,1,마포구,신공덕동,15-80
현대ESA2,1,서초구,서초동,1542-6
관악,1,관악구,신림동,244
온세솔내움,1,중랑구,면목동,1524
태솔타운,1,강북구,수유동,77-9
드림,1,성동구,하왕십리동,890-115
잠실포스코더샵,1,송파구,잠실동,336-5
삼보,1,도봉구,쌍문동,460-8
삼성3차,1,강남구,대치동,1016-2
삼성그린,1,동대문구,장안동,326-10
장미(466-0),1,마포구,합정동,466
우성5차에비뉴,1,동대문구,장안동,583
삼성꽃마을,1,강서구,방화동,858
삼성동대성유니드,1,강남구,삼성동,129
삼성리치빌1,1,강남구,삼성동,52-9
스위트빌,1,서초구,서초동,1513-5
삼성보라매옴니타워,1,동작구,신대방동,395-62
삼성브래뉴,1,도봉구,창동,443-1
잠실시그마타워,1,송파구,신천동,7-19
삼성아트빌(715-32),1,관악구,신림동,715-32
자이파인빌(101동),1,송파구,문정동,68-1
삼성오네뜨,1,강남구,삼성동,127-5
삼성월드,1,동작구,사당동,1016-42
장미3,1,송파구,신천동,11
장미아파트,1,은평구,대조동,31-17
장미아파트A동,1,금천구,독산동,889-26
장성미모아,1,서대문구,홍은동,274-60
빌라맨션,1,용산구,이촌동,302-86
빌라일두오모,1,서초구,방배동,800-1
빌폴라리스,1,서초구,잠원동,49-5
스타파크,1,광진구,구의동,59-1
산장그린,1,관악구,신림동,412-137
살렘,1,강서구,화곡동,56-30
장안트윈B동,1,동대문구,장안동,306-13
삼각아파트,1,용산구,한강로1가,231-23
삼도(101),1,양천구,신월동,558-3
삼라마이다스빌2,1,용산구,문배동,40-19
스카이빌아파트,1,양천구,목동,772-11
장안SM드림빌(360-2),1,동대문구,장안동,360-2
장승,1,동작구,상도동,212-99
삼백,1,양천구,신월동,440-10
스카이빌2차,1,광진구,자양동,769-3
삼성제이드아파트,1,중랑구,면목동,194-3
삼성파크타워,1,강동구,성내동,459-9
벽산블루밍평창힐스,1,종로구,평창동,45
삼환SOGOOD,1,강남구,대치동,938-16
삼풍,1,중구,회현동1가,146-1
삼현팰리채,1,강서구,염창동,250-1
삼형.그레이스빌,1,강서구,등촌동,564-7
삼호가든맨션(5차),1,서초구,반포동,30-1
삼호아파트,1,송파구,거여동,136
일성빌라트,1,종로구,평창동,145-5
삼화아크빌(470-39),1,마포구,망원동,470-39
삼환나띠르빌(1002-21),1,서초구,방배동,1002-21
삼성풍림2차아파트,1,강남구,삼성동,104
인택스빌3차,1,송파구,방이동,186-12
인택스빌,1,송파구,방이동,222
삼환나띠르빌(1002-22),1,서초구,방배동,1002-22
인우(281-215),1,은평구,갈현동,281-215
숭실그랜드,1,동작구,상도1동,317-1
숭실골드,1,동작구,상도동,473
인왕산한신휴플러스,1,서대문구,홍제동,469
삼주빌라,1,구로구,구로동,798-11
삼정코아,1,강서구,방화동,567-4
임탑(12-1)100동,1,은평구,신사동,12-1
자선메르시안(101),1,은평구,증산동,253
삼성프라자,1,송파구,가락동,168-1
삼성하이츠,1,용산구,용문동,38-76
삼안리치,1,도봉구,도봉동,570-10
삼우월드,1,마포구,망원동,384-7
삼유스위트빌,1,강동구,길동,241-5
삼익(217-9),1,은평구,불광동,217-9
삼익1,1,송파구,마천동,573
삼익플라주,1,영등포구,당산동4가,97
자선메르시안(400),1,은평구,응암동,400
삼익플라주101동,1,영등포구,양평동3가,104
자선메르시안(164-17),1,은평구,증산동,164-17
자선메르시안(162-21),1,은평구,증산동,162-21
자선메르시안(162-20),1,은평구,증산동,162-20
삼익플라주201동,1,영등포구,양평동3가,105
자선메르시안(115),1,은평구,응암동,115-27
장원(101),1,강북구,번동,148-500
장원빌라트,1,서초구,반포동,111-1
비콘아파트,1,노원구,공릉동,755
제이타워,1,은평구,불광동,484-60
부림베스트빌,1,서대문구,홍은동,403-2
부암스카이뷰,1,종로구,부암동,218-1
제일에비앙,1,강서구,화곡동,901-7
부영그린타운1,1,양천구,목동,907-12
우성(343-75),1,강서구,화곡동,343-75
부흥아파트(33-10),1,은평구,신사동,33-10
북부현대,1,노원구,상계동,1273
제이월드,1,강서구,화곡동,1037-27
우성3차(562),1,동대문구,장안동,562
제이씨라디앙,1,서초구,서초동,1559-1
제이슨(360-7),1,동대문구,장안동,360-7
제이드파크(382-2),1,동대문구,장안동,382-2
북아현2차,1,서대문구,북아현동,187-12
시티(B동),1,강남구,삼성동,97-2
정호힐사이드,1,동작구,상도동,77-21
정진아트리움,1,노원구,중계동,137-39
부림,1,서대문구,홍은동,395-1
조은2차,1,서대문구,북아현동,1-1836
시티빌아파트,1,강동구,천호동,287-16
봉천동,1,관악구,봉천동,673-82
별장,1,중구,회현동1가,147-20
시흥목련,1,금천구,시흥동,1009
시티하우스,1,용산구,한강로3가,65-7
시티프라디움더강남101동,1,강남구,역삼동,900
보람(685-100),1,관악구,봉천동,685-100
보람노블레스아파트,1,노원구,공릉동,586-15
보람더하임105동,1,강서구,염창동,265-28
보람하이빌,1,강서구,등촌동,518-7
보르미아파트(948-9),1,금천구,시흥동,948-9
보미리아파트,1,서초구,잠원동,32-22
시티월드,1,구로구,오류동,44-10
보성제이드,1,양천구,신정동,906-4
우성(23),1,구로구,구로동,23
보아스청와,1,양천구,신월동,422-7
복권,1,관악구,봉천동,645-87
정익제이원6차,1,은평구,대조동,186-12
시원트레벨,1,영등포구,신길동,507
정은스카이빌3차,1,양천구,신정동,1192-1
스톤힐스,1,서초구,방배동,734
브리앙뜨3차,1,서초구,반포동,101-10
블레스빌,1,양천구,신정동,340
블루하이츠,1,서초구,양재동,379-3
블루힐,1,강서구,화곡동,392-57
비버리캐슬,1,서초구,서초동,1486-17
비젼(437-2),1,동대문구,장안동,437-2
우성2차아파트(334-6),1,동대문구,장안동,334-6
우성2차아파트102동,1,노원구,공릉동,569-28
전농동하우스토리,1,동대문구,전농동,32-4
스타파크아파트,1,광진구,구의동,80-37
비즈트위트레인보우,1,구로구,구로동,44-5
비즈트위트블루,1,구로구,구로동,107-4
비즈트위트오렌지,1,구로구,구로동,44-8
장충레지던스,1,중구,장충동1가,106-1
장충,1,중구,장충동2가,193-29
브리앙뜨,1,서초구,반포동,107-52
브라이튼N40,1,강남구,논현동,40
정은스카이빌201동,1,동대문구,장안동,347-8
브라운스톤효령아파트,1,서초구,방배동,981-40
정은스카이빌101동,1,동대문구,장안동,327
북한산삼부르네상스(21.9.17),1,서대문구,홍은동,8-230
북한산삼부르네상스202동203동204동,1,서대문구,홍은동,8-933
정은스카이빌,1,중랑구,묵동,154-18
정은노블스A,1,은평구,신사동,23-9
정원,1,강서구,화곡동,355-42
정우아파트(570-11),1,강서구,등촌동,570-11
정우아파트,1,중랑구,상봉동,269-7
북한산삼부르네상스301동302동303동,1,서대문구,홍은동,8-285
북한산한신휴플러스,1,도봉구,창동,826
정심아파트,1,금천구,독산동,182-1
정산파크뷰,1,송파구,가락동,6-8
브라운스톤구산,1,은평구,구산동,159-10
브라운스톤로얄스위트서초,1,서초구,서초동,1492-4
정릉한일유앤아이,1,성북구,정릉동,1029
순화동더샵,1,중구,순화동,151
상계주공1(저층),1,노원구,상계동,765
상도팰리스,1,동작구,상도동,460
솔렌시아2,1,광진구,구의동,236-25
선우아파트,1,은평구,불광동,12-3
우정에쉐르3,1,강남구,역삼동,707-15
선일크라시아,1,동대문구,장안동,344-5
선정(35-2),1,은평구,신사동,35-2
솔루테아파트,1,중랑구,면목동,1523
성광,1,강서구,화곡동,343-37
유승셀르빌,1,금천구,시흥동,3-3
유성아이비,1,은평구,응암동,92-7
은창,1,강서구,화곡동,1143
유성,1,종로구,창신동,640-76
우진체리쉬,1,구로구,구로동,97-10
센트로힐,1,강북구,번동,761
우창프라자,1,동대문구,답십리동,494-2
윈저하우스,1,송파구,방이동,211-1
위하우스아파트,1,강서구,화곡동,916-2
성림,1,양천구,신월동,487-1
선영베스트,1,서초구,방배동,849-24
선명(102동),1,서대문구,연희동,703-25
선명(101동),1,서대문구,연희동,703-32
선구,1,은평구,갈현동,499-18
은일로즈힐,1,양천구,신월동,1003-4
은성,1,동작구,노량진동,228-7
은석,1,강북구,수유동,697-1
서초포레스타7단지,1,서초구,신원동,615
서초프레스턴,1,서초구,서초동,1506-46
서초한신,1,서초구,서초동,1454-29
송도그린빌A동,1,서대문구,홍제동,322-134
솔빛,1,은평구,역촌동,47-31
